	tweet_id	binary_label	multiclass_label	ner_label
279	1622529674562732032	1	Yardım Çağrısı	[[50, 55, 'il'], [161, 166, 'il'], [178, 183, 'il'], [42, 49, 'ilçe'], [0, 12, 'mahalle veya köy'], [13, 21, 'bulvar veya cadde veya sokak'], [22, 35, 'apartman veya bina veya site'], [36, 41, 'no'], [70, 79, 'kişi'], [114, 127, 'kişi durumu'], [135, 141, 'ihtiyaç']]
280	1622531686297747712	1	Yardım Çağrısı	[[73, 81, 'il'], [84, 90, 'ilçe'], [0, 23, 'mahalle veya köy'], [24, 39, 'bulvar veya cadde veya sokak'], [40, 64, 'apartman veya bina veya site'], [65, 72, 'no'], [146, 160, 'ihtiyaç'], [164, 175, 'ihtiyaç']]
281	1622531458395959296	0	Yardım Çağrısı	[[175, 180, 'il'], [24, 30, 'kişi'], [10, 20, 'kişi'], [31, 44, 'kişi durumu']]
282	1622522710252302336	0	Bağış ve Gönüllülük	[]
283	1622531431061770240	0	Bilgi Paylaşımı	[]
284	1622527793799245824	0	Bilgi Paylaşımı	[]
285	1622525876498743296	0	Bilgi Paylaşımı	[]
286	1622526708879343616	0	İhtiyaç	[]
287	1622529432345841664	0	Bağış ve Gönüllülük	[]
288	1622523894740533248	0	Bağış ve Gönüllülük	[]
289	1622534773250920448	0	Konu Dışı	[]
290	1622533629237682176	0	Yardım Çağrısı	[]
291	1622534013368913920	0	Yardım Çağrısı	[]
292	1622531729637494784	0	Bilgi Paylaşımı	[]
293	1622520725323100160	0	Bilgi Paylaşımı	[]
294	1622521033684144128	0	Bağış ve Gönüllülük	[]
295	1622521878882447360	0	Bağış ve Gönüllülük	[]
296	1622534920638763008	0	Bağış ve Gönüllülük	[]
297	1622520966411681792	1	Yardım Çağrısı	[[0, 9, 'il'], [12, 19, 'ilçe'], [21, 35, 'mahalle veya köy'], [47, 53, 'ihtiyaç']]
298	1622529073317552128	0	Bilgi Paylaşımı	[]
299	1622535100196855808	0	Bağış ve Gönüllülük	[]
300	1622525575167352832	0	Bağış ve Gönüllülük	[]
301	1622521419631296512	1	Yardım Çağrısı	[[46, 55, 'il'], [37, 45, 'ilçe'], [16, 25, 'bulvar veya cadde veya sokak'], [56, 73, 'bulvar veya cadde veya sokak'], [96, 106, 'no'], [26, 30, 'no'], [107, 135, 'kişi'], [0, 15, 'kişi'], [136, 149, 'kişi durumu']]
302	1622535316752965632	1	Yardım Çağrısı	[[0, 8, 'il'], [123, 131, 'il'], [132, 138, 'ilçe'], [9, 30, 'mahalle veya köy'], [31, 54, 'bulvar veya cadde veya sokak'], [55, 65, 'apartman veya bina veya site'], [66, 79, 'kişi'], [92, 105, 'kişi'], [80, 91, 'kişi'], [107, 120, 'kişi durumu']]
303	1622524260450197504	0	Bilgi Paylaşımı	[]
304	1622522465409703936	0	Bağış ve Gönüllülük	[]
305	1622530581526466560	0	Bağış ve Gönüllülük	[]
306	1622528103598682112	0	Konu Dışı	[]
307	1622525851718803712	0	Konu Dışı	[]
308	1622532848577089536	0	Yardım Çağrısı	[]
309	1622523578745864192	0	Bilgi Paylaşımı	[]
310	1622522467246809088	1	Yardım Çağrısı	[[0, 8, 'il'], [9, 23, 'mahalle veya köy'], [68, 77, 'kişi durumu'], [61, 64, 'kişi durumu'], [145, 148, 'kişi durumu']]
311	1622529278570123264	0	Konu Dışı	[]
312	1622534464097189888	0	Konu Dışı	[]
313	1622532194970263552	0	Konu Dışı	[]
314	1622526718626959360	0	Konu Dışı	[]
315	1622533836218286080	0	Bilgi Paylaşımı	[]
316	1622530435208171520	0	Bilgi Paylaşımı	[]
317	1622535201363488768	0	Bilgi Paylaşımı	[]
318	1622526237976444928	0	Bilgi Paylaşımı	[]
319	1622523229993676800	0	Konu Dışı	[]
320	1622521770182836224	0	Bilgi Paylaşımı	[]
321	1622528141393797120	0	Bağış ve Gönüllülük	[]
322	1622525284871294976	0	Bağış ve Gönüllülük	[]
323	1622548205794729984	0	Konu Dışı	[]
324	1622549079120117760	0	Bilgi Paylaşımı	[]
325	1622547152676200448	0	Konu Dışı	[]
326	1622544070856802304	0	Bağış ve Gönüllülük	[]
327	1622541344945192960	1	Yardım Çağrısı	[[19, 24, 'il'], [98, 103, 'il'], [104, 118, 'apartman veya bina veya site'], [132, 146, 'apartman veya bina veya site'], [27, 41, 'apartman veya bina veya site'], [42, 60, 'kişi'], [74, 82, 'kişi'], [61, 70, 'kişi'], [88, 95, 'kişi durumu']]
328	1622544852884807680	0	Bilgi Paylaşımı	[]
329	1622543889969172480	0	Konu Dışı	[]
330	1622543903726370816	0	Bağış ve Gönüllülük	[]
331	1622544192802095104	0	Bilgi Paylaşımı	[]
332	1622540380775251968	0	Konu Dışı	[]
333	1622550241944772608	0	Bağış ve Gönüllülük	[]
334	1622545487621390336	0	Bilgi Paylaşımı	[]
335	1622539745128595712	0	Yardım Çağrısı	[]
336	1622541634020823040	0	Bağış ve Gönüllülük	[]
337	1622537245218508800	0	İhtiyaç	[]
338	1622535949962862592	0	Bağış ve Gönüllülük	[]
339	1622545300429672448	0	Konu Dışı	[]
340	1622545071512907776	0	İhtiyaç	[[110, 122, 'mahalle veya köy'], [10, 22, 'kişi'], [0, 6, 'kişi'], [145, 151, 'ihtiyaç'], [83, 89, 'ihtiyaç'], [135, 141, 'ihtiyaç']]
341	1622542796165971968	1	Yardım Çağrısı	[[212, 217, 'il'], [71, 76, 'il'], [233, 238, 'il'], [17, 24, 'ilçe'], [32, 44, 'mahalle veya köy'], [71, 84, 'bulvar veya cadde veya sokak'], [85, 89, 'no'], [138, 163, 'kişi'], [124, 137, 'kişi durumu'], [173, 179, 'ihtiyaç'], [168, 179, 'ihtiyaç'], [0, 6, 'ihtiyaç']]
342	1622544859989934080	0	Konu Dışı	[]
343	1622540514611408896	0	Konu Dışı	[]
344	1622543412997107712	1	Yardım Çağrısı	[[103, 108, 'il'], [110, 117, 'ilçe'], [42, 49, 'ilçe'], [50, 67, 'apartman veya bina veya site'], [13, 20, 'kişi'], [0, 9, 'kişi'], [26, 41, 'kişi durumu'], [86, 92, 'ihtiyaç']]
